"backers_count","blurb","categoryId","categoryName","categorySlug","converted_pledged_amount","country","country_displayable_name","created_at","created_at_formatted","creatorAvatar","creatorId","creatorName","creatorUrl","currency","currency_symbol","currency_trailing_code","current_currency","deadline","description","disable_communication","fx_rate","goal","id","is_starrable","launched_at","launched_at_formatted","link","locationId","locationName","name","photo","pledged","pubDate","slug","spotlight","staff_pick","state","state_changed_at","static_usd_rate","title","url","usd_exchange_rate","usd_pledged","usd_type"
"234","A smart wearable gadget to help you get a full night's rest using CES technology","16","Technology","technology","30261","US","the United States","1591837439","Thu, 11 Jun 2020 01:03:59 +0000","https://ksr-ugc.imgix.net/assets/029/250/767/1c9cee36ee58bb2896308cfd91a57d28_original.PNG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1590635435&auto=format&frame=1&q=92&s=83a968bae5757c0d77496cda55c79579","1306727827","LEESOL","https://www.kickstarter.com/profile/sleepimask","USD","$","true","USD","1602755707","A smart wearable gadget to help you get a full night's rest using CES technology","false","1","3000","830917724","false","1600163707","Tue, 15 Sep 2020 09:55:07 +0000","https://www.kickstarter.com/projects/sleepimask/sleep-i-mask-deep-sleep-trainer-and-body-conditioner?ref=discovery_newest","2459115","New York, NY","Sleep I Mask: Deep Sleep Trainer and Body Conditioner",,"30261","Tue, 15 Sep 2020 09:55:07 +0000","sleep-i-mask-deep-sleep-trainer-and-body-conditioner","true","false","successful","1602755707","1","Sleep I Mask: Deep Sleep Trainer and Body Conditioner","https://www.kickstarter.com/projects/sleepimask/sleep-i-mask-deep-sleep-trainer-and-body-conditioner?ref=discovery_newest","1","30261.0","international"
"14","Laser cut wood and handmade flexible couch arm tray with tablet and smartphone stand in 21 colors | Including FREE secret tech gadget","337","Gadgets","technology/gadgets","863","IT","Italy","1598285024","Mon, 24 Aug 2020 16:03:44 +0000","https://ksr-ugc.imgix.net/assets/007/462/646/59ff7b6dd53cd91846e82eba18798527_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1619536718&auto=format&frame=1&q=92&s=d564adeabd5ad21debf0e96a92b22669","510208129","Alessio Rocchi","https://www.kickstarter.com/profile/lohn","EUR","€","false","USD","1601449200","Laser cut wood and handmade flexible couch arm tray with tablet and smartphone stand in 21 colors | Including FREE secret tech gadget","false","1.17203066","500","399661342","false","1599591991","Tue, 08 Sep 2020 19:06:31 +0000","https://www.kickstarter.com/projects/lohn/the-contemporary-slinky-sofa-armrest-table-now-in-lime-green?ref=discovery_newest","715496","Florence, Italy","The contemporary slinky sofa armrest table now in Lime Green",,"736","Tue, 08 Sep 2020 19:06:31 +0000","the-contemporary-slinky-sofa-armrest-table-now-in-lime-green","true","false","successful","1601449200","1.18367569","The contemporary slinky sofa armrest table now in Lime Green","https://www.kickstarter.com/projects/lohn/the-contemporary-slinky-sofa-armrest-table-now-in-lime-green?ref=discovery_newest","1.17294623","871.18530784","international"
"176","The EPOCH is a programmable Arduino based learning center that houses 34x electronic blocks, along with 2x ATMEGA328 Microcontrollers !","337","Gadgets","technology/gadgets","33081","CA","Canada","1597169973","Tue, 11 Aug 2020 18:19:33 +0000","https://ksr-ugc.imgix.net/assets/007/943/377/3d8deacd877eadc998dacf425a781bac_original.JPG?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1461492720&auto=format&frame=1&q=92&s=c1e52a4c513a7cb2863b49ba0fc6e359","172204344","Patrick Thomas Mitchell","https://www.kickstarter.com/profile/172204344","CAD","$","true","USD","1602590708","The EPOCH is a programmable Arduino based learning center that houses 34x electronic blocks, along with 2x ATMEGA328 Microcontrollers !","false","0.78291676","3600","306650634","false","1599566708","Tue, 08 Sep 2020 12:05:08 +0000","https://www.kickstarter.com/projects/172204344/epoch-learn-arduino-coding-and-circuit-design-all-in-1?ref=discovery_newest","3379","Carleton Place, Canada","EPOCH - Learn Arduino Coding & Circuit Design ALL-IN-1 !!!",,"43438.29","Tue, 08 Sep 2020 12:05:08 +0000","epoch-learn-arduino-coding-and-circuit-design-all-in-1","true","false","successful","1602590708","0.76446638","EPOCH - Learn Arduino Coding & Circuit Design ALL-IN-1 !!!","https://www.kickstarter.com/projects/172204344/epoch-learn-arduino-coding-and-circuit-design-all-in-1?ref=discovery_newest","0.76157228","33207.1123096902","international"
"1641","6-in-1 functions to charge all devices;100W Power Delivery, 10Gbps speed, 4k Video Transmit, and more! Save up to $200 with Zeus-X Pro!","337","Gadgets","technology/gadgets","84489","AU","Australia","1593268192","Sat, 27 Jun 2020 14:29:52 +0000","https://ksr-ugc.imgix.net/assets/024/805/771/b056774f54c2a0761d405bc6d88260c0_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1555507621&auto=format&frame=1&q=92&s=56a96d1055c7cd53a5f50ba18d567280","1222337861","Futurizta Tech","https://www.kickstarter.com/profile/futuriztatech","AUD","$","true","USD","1602507600","6-in-1 functions to charge all devices;100W Power Delivery, 10Gbps speed, 4k Video Transmit, and more! Save up to $200 with Zeus-X Pro!","false","0.71611026","6000","1011264594","false","1599483600","Mon, 07 Sep 2020 13:00:00 +0000","https://www.kickstarter.com/projects/futuriztatech/futurizta-6-in-1-zeus-x-cable-the-ultimate-charging-cable?ref=discovery_newest","1105779","Sydney, AU","Zeus-X Pro ⚡ - The World's Most Futuristic Universal Cable",,"116888.43","Mon, 07 Sep 2020 13:00:00 +0000","futurizta-6-in-1-zeus-x-cable-the-ultimate-charging-cable","true","false","successful","1602507600","0.72848015","Zeus-X Pro ⚡ - The World's Most Futuristic Universal Cable","https://www.kickstarter.com/projects/futuriztatech/futurizta-6-in-1-zeus-x-cable-the-ultimate-charging-cable?ref=discovery_newest","0.72282172","85150.9010196645","international"
"24","MakeTimeFLOW helps you structure work time to create flow and boost productivity with fun, tactile buttons and graphical data reports.","337","Gadgets","technology/gadgets","4972","US","the United States","1598150394","Sun, 23 Aug 2020 02:39:54 +0000","https://ksr-ugc.imgix.net/assets/030/374/847/53e46c69c26b5cdeb040ece4d76f0a69_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1598583225&auto=format&frame=1&q=92&s=0de4d96eae5382bbafc4a53cff081a5d","914406867","Narath Carlile","https://www.kickstarter.com/profile/maketimeflow","USD","$","true","USD","1601811319","MakeTimeFLOW helps you structure work time to create flow and boost productivity with fun, tactile buttons and graphical data reports.","false","1","3949","1584214726","false","1599219319","Fri, 04 Sep 2020 11:35:19 +0000","https://www.kickstarter.com/projects/maketimeflow/maketimeflow-a-flow-inducing-productivity-timer?ref=discovery_newest","2367105","Boston, MA","MakeTimeFLOW: A flow-inducing productivity timer",,"4972","Fri, 04 Sep 2020 11:35:19 +0000","maketimeflow-a-flow-inducing-productivity-timer","true","false","successful","1601811320","1","MakeTimeFLOW: A flow-inducing productivity timer","https://www.kickstarter.com/projects/maketimeflow/maketimeflow-a-flow-inducing-productivity-timer?ref=discovery_newest","1","4972.0","international"
"2190","Military Grade Security for your Laptop / Desktop PC. Easy to Use. Data Gone Forever!","337","Gadgets","technology/gadgets","136927","GB","the United Kingdom","1598887700","Mon, 31 Aug 2020 15:28:20 +0000","https://ksr-ugc.imgix.net/assets/020/609/565/8cd32c432245a4d9e05987d646a392b4_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1538596169&auto=format&frame=1&q=92&s=53ca3248631288c01170fbe5e08c5115","2048675152","Gareth Owen","https://www.kickstarter.com/profile/redkeyusb","GBP","£","false","USD","1604352634","Military Grade Security for your Laptop / Desktop PC. Easy to Use. Data Gone Forever!","false","1.36483183","4588","894807473","false","1599165034","Thu, 03 Sep 2020 20:30:34 +0000","https://www.kickstarter.com/projects/redkeyusb/redkey-usb-computer-data-wipe-tool-v3?ref=discovery_newest","44418","London, UK","Redkey USB Computer Data Wipe Tool - V3",,"106110","Thu, 03 Sep 2020 20:30:34 +0000","redkey-usb-computer-data-wipe-tool-v3","true","false","successful","1604412984","1.3378517","Redkey USB Computer Data Wipe Tool - V3","https://www.kickstarter.com/projects/redkeyusb/redkey-usb-computer-data-wipe-tool-v3?ref=discovery_newest","1.29042581","141959.443887","international"
"6106","Full-function mouse, touchpad and presenter for Mac, Windows, iPad, Tablet, Smartphone and Smart TV.","337","Gadgets","technology/gadgets","217457","US","the United States","1597909834","Thu, 20 Aug 2020 07:50:34 +0000","https://ksr-ugc.imgix.net/assets/030/316/757/e449c3966e14ee65076e365008478096_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1599125039&auto=format&frame=1&q=92&s=3dbd0588056ac16c772a526aedf2d88d","1490475390","ClickTap","https://www.kickstarter.com/profile/clicktap","USD","$","true","USD","1603460408","Full-function mouse, touchpad and presenter for Mac, Windows, iPad, Tablet, Smartphone and Smart TV.","false","1","5000","1559280049","false","1599140408","Thu, 03 Sep 2020 13:40:08 +0000","https://www.kickstarter.com/projects/clicktap/racemouse-the-most-powerful-travel-mouse-with-laser-pointer?ref=discovery_newest","55972893","Colorado Place, Denver, CO","RaceMouse: The Most Powerful Travel Mouse with Laser Pointer",,"217457.5","Thu, 03 Sep 2020 13:40:08 +0000","racemouse-the-most-powerful-travel-mouse-with-laser-pointer","true","false","successful","1603460408","1","RaceMouse: The Most Powerful Travel Mouse with Laser Pointer","https://www.kickstarter.com/projects/clicktap/racemouse-the-most-powerful-travel-mouse-with-laser-pointer?ref=discovery_newest","1","217457.5","international"
"72","A Smart Interactive Phone Pod For All Streaming And Photography Purposes","337","Gadgets","technology/gadgets","14180","US","the United States","1598402736","Wed, 26 Aug 2020 00:45:36 +0000","https://ksr-ugc.imgix.net/assets/030/203/315/4f9624471bf895315a3ce98d29556adc_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1597456231&auto=format&frame=1&q=92&s=027f525dbe328bec77dbeb064194a5d8","1199379687","Optec","https://www.kickstarter.com/profile/optrec","USD","$","true","USD","1602255084","A Smart Interactive Phone Pod For All Streaming And Photography Purposes","false","1","5000","339222915","false","1599058284","Wed, 02 Sep 2020 14:51:24 +0000","https://www.kickstarter.com/projects/optrec/optrec-0?ref=discovery_newest","2418046","Harrisburg, PA","OPTREC : Streaming Unbounded",,"14180","Wed, 02 Sep 2020 14:51:24 +0000","optrec-0","true","false","successful","1602255084","1","OPTREC : Streaming Unbounded","https://www.kickstarter.com/projects/optrec/optrec-0?ref=discovery_newest","1","14180.0","international"
"63","360 Degree Pan and Zoom | Barking and Activity Alerts | Fun Treats Tossing | Interactive Full HD Live Streaming | Dog Motion Tracking","337","Gadgets","technology/gadgets","17934","US","the United States","1597392624","Fri, 14 Aug 2020 08:10:24 +0000","https://ksr-ugc.imgix.net/assets/030/191/840/5f039ffe2f60ba950dc0399b176d06f8_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1598601594&auto=format&frame=1&q=92&s=e81b8056b9a528b0a9e971bf1b46e8c1","854384694","Petkix Technology","https://www.kickstarter.com/profile/petkix-360-dog-cam","USD","$","true","USD","1600696523","360 Degree Pan and Zoom | Barking and Activity Alerts | Fun Treats Tossing | Interactive Full HD Live Streaming | Dog Motion Tracking","false","1","5000","1321565921","false","1598968523","Tue, 01 Sep 2020 13:55:23 +0000","https://www.kickstarter.com/projects/petkix-360-dog-cam/petkix-world-first-dog-camera-with-360-view?ref=discovery_newest","2442047","Los Angeles, CA","PETKIX: World First Dog Camera with 360° View",,"17934","Tue, 01 Sep 2020 13:55:23 +0000","petkix-world-first-dog-camera-with-360-view","true","false","successful","1600696523","1","PETKIX: World First Dog Camera with 360° View","https://www.kickstarter.com/projects/petkix-360-dog-cam/petkix-world-first-dog-camera-with-360-view?ref=discovery_newest","1","17934.0","international"
"50","An affordable front door security camera. 

Monitor activity, receive snapshot alerts. Easy installation: No Drilling, No Damage.","337","Gadgets","technology/gadgets","9770","US","the United States","1582161539","Thu, 20 Feb 2020 01:18:59 +0000","https://ksr-ugc.imgix.net/assets/030/289/403/d43838d60f62d97fbcb5d3d3f0f4f285_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1598023022&auto=format&frame=1&q=92&s=af6ec61c20eb24456682182ff3be0dae","348978235","Guardifi Security","https://www.kickstarter.com/profile/doorcub","USD","$","true","USD","1602418660","An affordable front door security camera. 

Monitor activity, receive snapshot alerts. Easy installation: No Drilling, No Damage.","false","1","9400","22143144","false","1598962660","Tue, 01 Sep 2020 12:17:40 +0000","https://www.kickstarter.com/projects/doorcub/the-gs1-doorcub-a-new-kind-of-door-camera?ref=discovery_newest","2503863","Tampa, FL","The GS1-DoorCüb A New Kind Of Door Camera.",,"9770","Tue, 01 Sep 2020 12:17:40 +0000","the-gs1-doorcub-a-new-kind-of-door-camera","true","false","successful","1602418660","1","The GS1-DoorCüb A New Kind Of Door Camera.","https://www.kickstarter.com/projects/doorcub/the-gs1-doorcub-a-new-kind-of-door-camera?ref=discovery_newest","1","9770.0","international"
"85","Monitor Stand | USB-A | USB-C | HDMI 4K | SD/TF card reader | 3.5mm Audio | RJ45 | VGA","337","Gadgets","technology/gadgets","15400","SG","Singapore","1585389983","Sat, 28 Mar 2020 10:06:23 +0000","https://ksr-ugc.imgix.net/assets/026/001/841/e0f47b301a92fe93322be25b6ffabc6f_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1564717688&auto=format&frame=1&q=92&s=8400e0ce0ee26bd5089320eafabd8135","896240280","Flujo","https://www.kickstarter.com/profile/flujotechnology","SGD","$","true","USD","1601481601","Monitor Stand | USB-A | USB-C | HDMI 4K | SD/TF card reader | 3.5mm Audio | RJ45 | VGA","false","0.73528601","20000","1288336422","false","1598889601","Mon, 31 Aug 2020 16:00:01 +0000","https://www.kickstarter.com/projects/flujotechnology/poweredge-worlds-1st-monitor-stand-and-usb-c-docking-station?ref=discovery_newest","1062617","Singapore, Singapore","PowerEdge: World's 1st Monitor Stand & USB-C Docking Station",,"21085","Mon, 31 Aug 2020 16:00:01 +0000","poweredge-worlds-1st-monitor-stand-and-usb-c-docking-station","true","false","successful","1601481601","0.73621439","PowerEdge: World's 1st Monitor Stand & USB-C Docking Station","https://www.kickstarter.com/projects/flujotechnology/poweredge-worlds-1st-monitor-stand-and-usb-c-docking-station?ref=discovery_newest","0.73038016","15523.08041315","international"
"756","Redefine your modern lifestyle with the highly portable, high-speed iCrusers. Allowing transfer speed up to 1150MB/s,it weighs only 35g","337","Gadgets","technology/gadgets","118932","HK","Hong Kong","1596025986","Wed, 29 Jul 2020 12:33:06 +0000","https://ksr-ugc.imgix.net/assets/029/994/878/7ae7d923e121332ca395c6e154199da0_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1599397801&auto=format&frame=1&q=92&s=7ed05cad832697e13eea5fb5ad05991d","152005310","iCruzerSSD","https://www.kickstarter.com/profile/icruzer","HKD","$","true","USD","1602333000","Redefine your modern lifestyle with the highly portable, high-speed iCrusers. Allowing transfer speed up to 1150MB/s,it weighs only 35g","false","0.12837951","5000","487232843","false","1598661864","Sat, 29 Aug 2020 00:44:24 +0000","https://www.kickstarter.com/projects/icruzer/icruzer-ssd-redefine-speed-storage-design?ref=discovery_newest","2161838","Guangzhou, China","iCrusers SSD - Redefine Speed. Storage. Design.",,"921728","Sat, 29 Aug 2020 00:44:24 +0000","icruzer-ssd-redefine-speed-storage-design","true","false","successful","1602333000","0.12902643","iCrusers SSD - Redefine Speed. Storage. Design.","https://www.kickstarter.com/projects/icruzer/icruzer-ssd-redefine-speed-storage-design?ref=discovery_newest","0.12903259","118927.27327104","international"
"1259","Designed to help you stay focused longer at work, in school, or at home.","337","Gadgets","technology/gadgets","71605","US","the United States","1595081346","Sat, 18 Jul 2020 14:09:06 +0000","https://ksr-ugc.imgix.net/assets/030/319/850/4bdbc080abd1fb2efe84cd047be764af_original.jpg?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1598281826&auto=format&frame=1&q=92&s=18f595d79962242d8892d612e87801e9","532377862","HedgeHog Health","https://www.kickstarter.com/profile/hedgehoghealth","USD","$","true","USD","1601131716","Designed to help you stay focused longer at work, in school, or at home.","false","1","65000","1365725961","false","1598539716","Thu, 27 Aug 2020 14:48:36 +0000","https://www.kickstarter.com/projects/hedgehoghealth/the-hoglet-worlds-first-fidget-mouse?ref=discovery_newest","2485459","Royal Oak, MI","The Hoglet: Fidget Toy + Computer Mouse",,"71605","Thu, 27 Aug 2020 14:48:36 +0000","the-hoglet-worlds-first-fidget-mouse","true","false","successful","1601131716","1","The Hoglet: Fidget Toy + Computer Mouse","https://www.kickstarter.com/projects/hedgehoghealth/the-hoglet-worlds-first-fidget-mouse?ref=discovery_newest","1","71605.0","international"
"629","With USB Support, Built-In Debug Monitor and a Full-Featured Assembler - The Digirule 2U is the Best Digirule Yet!","337","Gadgets","technology/gadgets","28426","AU","Australia","1593913369","Sun, 05 Jul 2020 01:42:49 +0000","https://ksr-ugc.imgix.net/assets/008/077/432/53e12c9523776ec051c01c5013825bd2_original.png?ixlib=rb-4.0.2&w=160&h=160&fit=crop&v=1483477393&auto=format&frame=1&q=92&s=63a2820f94c338cdeb4e1f2b27fac067","1897710270","Bradley Slattery","https://www.kickstarter.com/profile/1897710270","AUD","$","true","USD","1600297200","With USB Support, Built-In Debug Monitor and a Full-Featured Assembler - The Digirule 2U is the Best Digirule Yet!","false","0.71611026","5000","1395599065","false","1598532349","Thu, 27 Aug 2020 12:45:49 +0000","https://www.kickstarter.com/projects/1897710270/digirule-2u-the-8-bit-programmable-binary-computer?ref=discovery_newest","1102888","Junee, AU","Digirule 2U - The 8-bit Programmable Binary Computer.",,"38849.32","Thu, 27 Aug 2020 12:45:49 +0000","digirule-2u-the-8-bit-programmable-binary-computer","true","true","successful","1600297200","0.71902253","Digirule 2U - The 8-bit Programmable Binary Computer.","https://www.kickstarter.com/projects/1897710270/digirule-2u-the-8-bit-programmable-binary-computer?ref=discovery_newest","0.73170286","27933.5363551796","international"
